"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","WAGELEVEL","LPAY","PC","A","2006",7.33333333333333,
"ISL","WAGELEVEL","LPAY","PC","A","2010",6.45098039215686,
"ISL","WAGELEVEL","LPAY","PC","A","2014",8.22549019607843,
"ISL","WAGELEVEL","LPAY","PC","A","2018",7.5986394557823,
"ISL","WAGELEVEL","HPAY","PC","A","2002",24.9986753386284,
"ISL","WAGELEVEL","HPAY","PC","A","2006",26.9998944001931,
"ISL","WAGELEVEL","HPAY","PC","A","2010",21.999874520489,
"ISL","WAGELEVEL","HPAY","PC","A","2014",20.9981533617897,
"ISL","WAGELEVEL","HPAY","PC","A","2018",20.9986535631992,
"IRL","WAGELEVEL","LPAY","PC","A","2002",16.4615384615384,
"IRL","WAGELEVEL","LPAY","PC","A","2006",18.094017094017,
"IRL","WAGELEVEL","LPAY","PC","A","2010",17.7154471544715,
"IRL","WAGELEVEL","LPAY","PC","A","2014",17.020202020202,
"IRL","WAGELEVEL","LPAY","PC","A","2018",14.9027777777777,
"ITA","WAGELEVEL","LPAY","PC","A","2002",5.66666666666666,
"ITA","WAGELEVEL","LPAY","PC","A","2006",8.18055555555555,
"ITA","WAGELEVEL","LPAY","PC","A","2010",8.14492753623188,
"ITA","WAGELEVEL","LPAY","PC","A","2014",4.64957264957264,
"ITA","WAGELEVEL","LPAY","PC","A","2018",3.71171171171171,
"ITA","WAGELEVEL","HPAY","PC","A","2002",17.9992955365193,
"ITA","WAGELEVEL","HPAY","PC","A","2006",18.9989629117487,
"ITA","WAGELEVEL","HPAY","PC","A","2010",17.9996978330311,
"ITA","WAGELEVEL","HPAY","PC","A","2014",18.9999474236601,
"ITA","WAGELEVEL","HPAY","PC","A","2018",18.9999283851775,
"JPN","WAGELEVEL","LPAY","PC","A","1975",18.8192247838909,
"JPN","WAGELEVEL","LPAY","PC","A","1976",15.9624754563304,
"JPN","WAGELEVEL","LPAY","PC","A","1977",16.9024058567566,
"JPN","WAGELEVEL","LPAY","PC","A","1978",17.0346741443463,
"JPN","WAGELEVEL","LPAY","PC","A","1979",17.9264946050996,
"JPN","WAGELEVEL","LPAY","PC","A","1980",18.302549865202,
"JPN","WAGELEVEL","LPAY","PC","A","1981",18.576962161813,
"JPN","WAGELEVEL","LPAY","PC","A","1982",18.7885229691645,
"JPN","WAGELEVEL","LPAY","PC","A","1983",18.5414930487043,
"JPN","WAGELEVEL","LPAY","PC","A","1984",18.6501775205197,
"JPN","WAGELEVEL","LPAY","PC","A","1985",18.8272583776495,
"JPN","WAGELEVEL","LPAY","PC","A","1986",18.6465754003174,
"JPN","WAGELEVEL","LPAY","PC","A","1987",18.4432103271592,
"JPN","WAGELEVEL","LPAY","PC","A","1988",18.2257139535951,
"JPN","WAGELEVEL","LPAY","PC","A","1989",18.031300324305,
"JPN","WAGELEVEL","LPAY","PC","A","1990",17.6231595670283,
"JPN","WAGELEVEL","LPAY","PC","A","1991",17.0774825281095,
"JPN","WAGELEVEL","LPAY","PC","A","1992",16.0731185124711,
"JPN","WAGELEVEL","LPAY","PC","A","1993",15.8838443220808,
"JPN","WAGELEVEL","LPAY","PC","A","1994",15.5398181000515,
"JPN","WAGELEVEL","LPAY","PC","A","1995",15.3561965983311,
"JPN","WAGELEVEL","LPAY","PC","A","1996",15.3240651933218,
"JPN","WAGELEVEL","LPAY","PC","A","1997",15.1552341401151,
"JPN","WAGELEVEL","LPAY","PC","A","1998",14.7390748439868,
"JPN","WAGELEVEL","LPAY","PC","A","1999",14.5809688060692,
"JPN","WAGELEVEL","LPAY","PC","A","2000",14.5672018123413,
"JPN","WAGELEVEL","LPAY","PC","A","2001",14.5607890780324,
"JPN","WAGELEVEL","LPAY","PC","A","2002",14.4346853436161,
"JPN","WAGELEVEL","LPAY","PC","A","2003",14.4352889766612,
"JPN","WAGELEVEL","LPAY","PC","A","2004",14.2989622941202,
"JPN","WAGELEVEL","LPAY","PC","A","2005",16.0979625437333,
"JPN","WAGELEVEL","LPAY","PC","A","2006",16.0676552380493,
"JPN","WAGELEVEL","LPAY","PC","A","2007",15.4230477885897,
"JPN","WAGELEVEL","LPAY","PC","A","2008",15.0202243462162,
"JPN","WAGELEVEL","LPAY","PC","A","2009",14.6503614991195,
"JPN","WAGELEVEL","LPAY","PC","A","2010",14.4807769062202,
"JPN","WAGELEVEL","LPAY","PC","A","2011",14.4031779286605,
"JPN","WAGELEVEL","LPAY","PC","A","2012",14.2938225649812,
"JPN","WAGELEVEL","LPAY","PC","A","2013",14.2275596448058,
"JPN","WAGELEVEL","LPAY","PC","A","2014",13.9081733880832,
"JPN","WAGELEVEL","LPAY","PC","A","2015",13.4636703959383,
"JPN","WAGELEVEL","LPAY","PC","A","2016",12.6548018146652,
"JPN","WAGELEVEL","LPAY","PC","A","2017",12.3226056884127,
"JPN","WAGELEVEL","LPAY","PC","A","2018",12.1153969378755,
"JPN","WAGELEVEL","LPAY","PC","A","2019",11.7871279540516,
"JPN","WAGELEVEL","LPAY","PC","A","2020",10.88446642216,
"KOR","WAGELEVEL","LPAY","PC","A","1985",24.8793693989415,
"KOR","WAGELEVEL","LPAY","PC","A","1992",22.3525584443615,
"KOR","WAGELEVEL","LPAY","PC","A","1993",23.1300387380784,
"KOR","WAGELEVEL","LPAY","PC","A","1994",22.5469285177907,
"KOR","WAGELEVEL","LPAY","PC","A","1995",22.2553734076469,
"KOR","WAGELEVEL","LPAY","PC","A","1996",22.6379697729594,
"KOR","WAGELEVEL","LPAY","PC","A","1997",22.8774224205735,
"KOR","WAGELEVEL","LPAY","PC","A","1998",23.1369988006526,
"KOR","WAGELEVEL","LPAY","PC","A","1999",23.40730740438,
"KOR","WAGELEVEL","LPAY","PC","A","2000",24.5837366993823,
"KOR","WAGELEVEL","LPAY","PC","A","2001",24.2372232423956,
"KOR","WAGELEVEL","LPAY","PC","A","2002",24.4750127375079,
"KOR","WAGELEVEL","LPAY","PC","A","2003",24.2668327390644,
"KOR","WAGELEVEL","LPAY","PC","A","2004",24.201840986593,
"KOR","WAGELEVEL","LPAY","PC","A","2005",25.3705285650176,
"KOR","WAGELEVEL","LPAY","PC","A","2006",24.9358321890514,
"KOR","WAGELEVEL","LPAY","PC","A","2007",26.0421317325134,
"KOR","WAGELEVEL","LPAY","PC","A","2008",25.4708365561137,
"KOR","WAGELEVEL","LPAY","PC","A","2009",24.9913555727741,
"KOR","WAGELEVEL","LPAY","PC","A","2010",24.7094797778286,
"KOR","WAGELEVEL","LPAY","PC","A","2011",23.798238210863,
"KOR","WAGELEVEL","LPAY","PC","A","2012",23.9096329078154,
"KOR","WAGELEVEL","LPAY","PC","A","2013",24.6560474314148,
"KOR","WAGELEVEL","LPAY","PC","A","2014",23.7,
"KOR","WAGELEVEL","LPAY","PC","A","2015",23.5,
"KOR","WAGELEVEL","LPAY","PC","A","2016",23.5,
"KOR","WAGELEVEL","LPAY","PC","A","2017",22.3,
"KOR","WAGELEVEL","LPAY","PC","A","2018",19.0435686183441,
"KOR","WAGELEVEL","LPAY","PC","A","2019",16.9620432415201,
"KOR","WAGELEVEL","LPAY","PC","A","2020",15.96146924446,
"LUX","WAGELEVEL","LPAY","PC","A","2002",11.7555555555555,
"LUX","WAGELEVEL","LPAY","PC","A","2006",14.4861111111111,
"LUX","WAGELEVEL","LPAY","PC","A","2010",14.679012345679,
"LUX","WAGELEVEL","LPAY","PC","A","2014",10.5714285714285,
"LUX","WAGELEVEL","LPAY","PC","A","2018",11.0833333333333,
"LUX","WAGELEVEL","HPAY","PC","A","2002",21.9980255095093,
"LUX","WAGELEVEL","HPAY","PC","A","2006",21.9998958929779,
"LUX","WAGELEVEL","HPAY","PC","A","2010",22.998773621718,
"LUX","WAGELEVEL","HPAY","PC","A","2014",24.9978116420642,
"LUX","WAGELEVEL","HPAY","PC","A","2018",23.9998659531248,
"NLD","WAGELEVEL","LPAY","PC","A","2002",9.54700854700854,
"NLD","WAGELEVEL","LPAY","PC","A","2006",9.30392156862744,
"NLD","WAGELEVEL","LPAY","PC","A","2010",7.84722222222222,
"NLD","WAGELEVEL","LPAY","PC","A","2014",6.88372093023255,
"NLD","WAGELEVEL","LPAY","PC","A","2018",6.36781609195402,
"NLD","WAGELEVEL","HPAY","PC","A","2002",21.9995270583026,
"NLD","WAGELEVEL","HPAY","PC","A","2006",22.9999621730548,
"NLD","WAGELEVEL","HPAY","PC","A","2010",24.9996839665706,
"NLD","WAGELEVEL","HPAY","PC","A","2014",27.9999045735966,
"NLD","WAGELEVEL","HPAY","PC","A","2018",28.9994986606007,
"NZL","WAGELEVEL","LPAY","PC","A","1997",13.2702444096613,
"NZL","WAGELEVEL","LPAY","PC","A","1998",13.1205562127805,
"NZL","WAGELEVEL","LPAY","PC","A","1999",12.2840470115988,
"NZL","WAGELEVEL","LPAY","PC","A","2000",11.7385590214536,
"NZL","WAGELEVEL","LPAY","PC","A","2001",12.2291286288944,
"NZL","WAGELEVEL","LPAY","PC","A","2002",13.6298254816871,
"NZL","WAGELEVEL","LPAY","PC","A","2003",13.2223600967587,
"NZL","WAGELEVEL","LPAY","PC","A","2004",13.1620069893098,
"NZL","WAGELEVEL","LPAY","PC","A","2005",12.4392987187495,
"NZL","WAGELEVEL","LPAY","PC","A","2006",14.6122360539735,
"NZL","WAGELEVEL","LPAY","PC","A","2007",13.4409200805122,
"NZL","WAGELEVEL","LPAY","PC","A","2008",12.5341807689995,
"NZL","WAGELEVEL","LPAY","PC","A","2009",12.8732435888459,
"NZL","WAGELEVEL","LPAY","PC","A","2010",12.7218537345488,
"NZL","WAGELEVEL","LPAY","PC","A","2011",13.6934746186501,
"NZL","WAGELEVEL","LPAY","PC","A","2012",13.5553003380428,
"NZL","WAGELEVEL","LPAY","PC","A","2013",14.0803059059014,
"NZL","WAGELEVEL","LPAY","PC","A","2014",13.8646701704426,
"NZL","WAGELEVEL","LPAY","PC","A","2015",13.8906294545685,
"NZL","WAGELEVEL","LPAY","PC","A","2016",11.1882100369871,
"NZL","WAGELEVEL","LPAY","PC","A","2017",12.0915964829274,
"NZL","WAGELEVEL","LPAY","PC","A","2018",8.50455856757083,
"NZL","WAGELEVEL","LPAY","PC","A","2019",6.92201577185207,
"NZL","WAGELEVEL","LPAY","PC","A","2020",8.25511157351285,
"POL","WAGELEVEL","LPAY","PC","A","1985",12.9150900840566,
"POL","WAGELEVEL","LPAY","PC","A","1988",13.3864437367594,
"POL","WAGELEVEL","LPAY","PC","A","1989",11.5010291259482,
"POL","WAGELEVEL","LPAY","PC","A","1990",15.17758761703,
"POL","WAGELEVEL","LPAY","PC","A","1991",13.5749851978405,
"POL","WAGELEVEL","LPAY","PC","A","1992",13.4807144672999,
"POL","WAGELEVEL","LPAY","PC","A","1993",14.9890461559489,
"POL","WAGELEVEL","LPAY","PC","A","1994",16.6082568319704,
"POL","WAGELEVEL","LPAY","PC","A","1995",16.3780508427454,
"POL","WAGELEVEL","LPAY","PC","A","1996",17.3458144194629,
"POL","WAGELEVEL","LPAY","PC","A","1997",17.534355880544,
"POL","WAGELEVEL","LPAY","PC","A","1998",17.7228973416251,
"POL","WAGELEVEL","LPAY","PC","A","1999",17.534355880544,
"POL","WAGELEVEL","LPAY","PC","A","2001",19.3696857550439,
"POL","WAGELEVEL","LPAY","PC","A","2002",20.80018113449,
"POL","WAGELEVEL","LPAY","PC","A","2004",22.2,
"POL","WAGELEVEL","LPAY","PC","A","2006",23.4513459579397,
"POL","WAGELEVEL","LPAY","PC","A","2008",22.9647146679943,
"POL","WAGELEVEL","LPAY","PC","A","2010",22.6906750478957,
"POL","WAGELEVEL","LPAY","PC","A","2012",22.4039105729386,
"POL","WAGELEVEL","LPAY","PC","A","2014",22.6,
"POL","WAGELEVEL","LPAY","PC","A","2015",25.132958124645,
"POL","WAGELEVEL","LPAY","PC","A","2016",21.6711741344444,
"POL","WAGELEVEL","LPAY","PC","A","2018",21.1092911740968,
"POL","WAGELEVEL","LPAY","PC","A","2020",18.8,
"PRT","WAGELEVEL","LPAY","PC","A","2002",17.3333333333333,
"PRT","WAGELEVEL","LPAY","PC","A","2006",20.7142857142857,
"PRT","WAGELEVEL","LPAY","PC","A","2010",15.8888888888888,
"PRT","WAGELEVEL","LPAY","PC","A","2014",11.5714285714285,
"PRT","WAGELEVEL","LPAY","PC","A","2018",4.16,
"PRT","WAGELEVEL","HPAY","PC","A","2002",25.999958305537,
"PRT","WAGELEVEL","HPAY","PC","A","2006",28.9997943074589,
"PRT","WAGELEVEL","HPAY","PC","A","2010",31.999908362687,
"PRT","WAGELEVEL","HPAY","PC","A","2014",30.9996140257118,
"PRT","WAGELEVEL","HPAY","PC","A","2018",27.9999723069796,
"SVK","WAGELEVEL","LPAY","PC","A","2002",17.0051015304591,
"SVK","WAGELEVEL","LPAY","PC","A","2003",18,
"SVK","WAGELEVEL","LPAY","PC","A","2004",18.001800180018,
"SVK","WAGELEVEL","LPAY","PC","A","2005",18,
"SVK","WAGELEVEL","LPAY","PC","A","2006",17.996400719856,
"SVK","WAGELEVEL","LPAY","PC","A","2007",18,
"SVK","WAGELEVEL","LPAY","PC","A","2008",19.001900190019,
"SVK","WAGELEVEL","LPAY","PC","A","2009",19.99600079984,
"SVK","WAGELEVEL","LPAY","PC","A","2010",20.00200020002,
"SVK","WAGELEVEL","LPAY","PC","A","2011",20.0000000000006,
"SVK","WAGELEVEL","LPAY","PC","A","2012",18.998100189981,
"SVK","WAGELEVEL","LPAY","PC","A","2013",20,
"SVK","WAGELEVEL","LPAY","PC","A","2014",20,
"SVK","WAGELEVEL","LPAY","PC","A","2015",19,
"SVK","WAGELEVEL","LPAY","PC","A","2016",19,
"SVK","WAGELEVEL","LPAY","PC","A","2017",17.9997613199114,
"SVK","WAGELEVEL","LPAY","PC","A","2018",18,
"SVK","WAGELEVEL","LPAY","PC","A","2019",16,
"SVK","WAGELEVEL","LPAY","PC","A","2020",16,
"ESP","WAGELEVEL","LPAY","PC","A","2002",13.3333333333333,
"ESP","WAGELEVEL","LPAY","PC","A","2006",10.1111111111111,
"ESP","WAGELEVEL","LPAY","PC","A","2010",10.6111111111111,
"ESP","WAGELEVEL","LPAY","PC","A","2014",9.96666666666666,
"ESP","WAGELEVEL","LPAY","PC","A","2018",10.8253968253968,
"ESP","WAGELEVEL","HPAY","PC","A","2002",25.9996782535847,
"ESP","WAGELEVEL","HPAY","PC","A","2006",24.9991892622286,
"ESP","WAGELEVEL","HPAY","PC","A","2010",24.9998798437969,
"ESP","WAGELEVEL","HPAY","PC","A","2014",25.9998758982244,
"ESP","WAGELEVEL","HPAY","PC","A","2018",25.9998738677528,
"CHE","WAGELEVEL","LPAY","PC","A","2008",11.4102964470846,
"CHE","WAGELEVEL","LPAY","PC","A","2010",11.4790959166373,
"CHE","WAGELEVEL","LPAY","PC","A","2012",11.3204821665748,
"CHE","WAGELEVEL","LPAY","PC","A","2014",10.146935405447,
"CHE","WAGELEVEL","LPAY","PC","A","2016",10.2086859332172,
"GBR","WAGELEVEL","LPAY","PC","A","1970",24.0763499668271,
"GBR","WAGELEVEL","LPAY","PC","A","1971",22.8961129976192,
"GBR","WAGELEVEL","LPAY","PC","A","1972",22.9616573569983,
"GBR","WAGELEVEL","LPAY","PC","A","1973",23.7362492131568,
"GBR","WAGELEVEL","LPAY","PC","A","1974",22.0300006413497,
"GBR","WAGELEVEL","LPAY","PC","A","1975",19.6239950523806,
"GBR","WAGELEVEL","LPAY","PC","A","1976",18.6017676893567,
"GBR","WAGELEVEL","LPAY","PC","A","1977",17.4020778845562,
"GBR","WAGELEVEL","LPAY","PC","A","1978",18.4254735946544,
"GBR","WAGELEVEL","LPAY","PC","A","1979",19.0661470077353,
"GBR","WAGELEVEL","LPAY","PC","A","1980",18.8304248883302,
"GBR","WAGELEVEL","LPAY","PC","A","1981",18.8142887612817,
"GBR","WAGELEVEL","LPAY","PC","A","1982",19.0119840097444,
"GBR","WAGELEVEL","LPAY","PC","A","1983",18.9795727526764,
"GBR","WAGELEVEL","LPAY","PC","A","1984",19.8128199679146,
"GBR","WAGELEVEL","LPAY","PC","A","1985",20.1031676004193,
"GBR","WAGELEVEL","LPAY","PC","A","1986",20.4386708986266,
"GBR","WAGELEVEL","LPAY","PC","A","1987",20.8911658048845,
"GBR","WAGELEVEL","LPAY","PC","A","1988",21.224194096862,
"GBR","WAGELEVEL","LPAY","PC","A","1989",21.3555058284506,
"GBR","WAGELEVEL","LPAY","PC","A","1990",21.183207588762,
"GBR","WAGELEVEL","LPAY","PC","A","1991",20.690553427742,
"GBR","WAGELEVEL","LPAY","PC","A","1992",20.9099452681082,
"GBR","WAGELEVEL","LPAY","PC","A","1993",20.817020796415,
"GBR","WAGELEVEL","LPAY","PC","A","1994",20.7282405605569,
"GBR","WAGELEVEL","LPAY","PC","A","1995",21.3039736906367,
"GBR","WAGELEVEL","LPAY","PC","A","1996",21.1045993327832,
"GBR","WAGELEVEL","LPAY","PC","A","1997",20.9838973065267,
"GBR","WAGELEVEL","LPAY","PC","A","1998",21.2822098631915,
"GBR","WAGELEVEL","LPAY","PC","A","1999",20.5775066109814,
"GBR","WAGELEVEL","LPAY","PC","A","2000",20.8471912021485,
"GBR","WAGELEVEL","LPAY","PC","A","2001",21.1187196102232,
"GBR","WAGELEVEL","LPAY","PC","A","2002",20.9352310784224,
"GBR","WAGELEVEL","LPAY","PC","A","2003",20.8157068793424,
"GBR","WAGELEVEL","LPAY","PC","A","2004",20.9662878624502,
"GBR","WAGELEVEL","LPAY","PC","A","2005",20.9756890539752,
"GBR","WAGELEVEL","LPAY","PC","A","2006",20.7472920258531,
"GBR","WAGELEVEL","LPAY","PC","A","2007",20.5469893494648,
"GBR","WAGELEVEL","LPAY","PC","A","2008",21.1977191409735,
"GBR","WAGELEVEL","LPAY","PC","A","2009",20.6149211341147,
"GBR","WAGELEVEL","LPAY","PC","A","2010",20.6698710225139,
"GBR","WAGELEVEL","LPAY","PC","A","2011",20.560211227184,
"GBR","WAGELEVEL","LPAY","PC","A","2012",20.4503464203233,
"GBR","WAGELEVEL","LPAY","PC","A","2013",20.5163275773637,
"GBR","WAGELEVEL","LPAY","PC","A","2014",20.403825717322,
"GBR","WAGELEVEL","LPAY","PC","A","2015",19.9806846228136,
"GBR","WAGELEVEL","LPAY","PC","A","2016",19.2784060312332,
"GBR","WAGELEVEL","LPAY","PC","A","2017",18.9763654629091,
"GBR","WAGELEVEL","LPAY","PC","A","2018",18.961052687206,
"GBR","WAGELEVEL","LPAY","PC","A","2019",18.0987202925046,
"USA","WAGELEVEL","LPAY","PC","A","1973",21.6567930489731,
"USA","WAGELEVEL","LPAY","PC","A","1974",21.022512766507,
"USA","WAGELEVEL","LPAY","PC","A","1975",22.6274913817015,
"USA","WAGELEVEL","LPAY","PC","A","1976",22.8161187534002,
"USA","WAGELEVEL","LPAY","PC","A","1977",23.0144906051959,
"USA","WAGELEVEL","LPAY","PC","A","1978",23.2059507205951,
"USA","WAGELEVEL","LPAY","PC","A","1979",21.914872619098,
"USA","WAGELEVEL","LPAY","PC","A","1980",21.9796132769244,
"USA","WAGELEVEL","LPAY","PC","A","1981",22.0755393698615,
"USA","WAGELEVEL","LPAY","PC","A","1982",22.5036856430029,
"USA","WAGELEVEL","LPAY","PC","A","1983",20.404367735118,
"USA","WAGELEVEL","LPAY","PC","A","1984",21.5562467461388,
"USA","WAGELEVEL","LPAY","PC","A","1985",23.7338320087268,
"USA","WAGELEVEL","LPAY","PC","A","1986",23.3934990536919,
"USA","WAGELEVEL","LPAY","PC","A","1987",23.6039981196962,
"USA","WAGELEVEL","LPAY","PC","A","1988",24.1199163149557,
"USA","WAGELEVEL","LPAY","PC","A","1989",23.5314292472355,
"USA","WAGELEVEL","LPAY","PC","A","1990",22.9631893187908,
"USA","WAGELEVEL","LPAY","PC","A","1991",22.5563909774436,
"USA","WAGELEVEL","LPAY","PC","A","1992",23.1502388705345,
"USA","WAGELEVEL","LPAY","PC","A","1993",23.9212326757654,
"USA","WAGELEVEL","LPAY","PC","A","1994",25.0597969763902,
"USA","WAGELEVEL","LPAY","PC","A","1995",25.1660450477695,
"USA","WAGELEVEL","LPAY","PC","A","1996",25.1182384126356,
"USA","WAGELEVEL","LPAY","PC","A","1997",24.8733676718887,
"USA","WAGELEVEL","LPAY","PC","A","1998",24.5282229381983,
"USA","WAGELEVEL","LPAY","PC","A","1999",24.4525024071456,
"USA","WAGELEVEL","LPAY","PC","A","2000",24.7018604697118,
"USA","WAGELEVEL","LPAY","PC","A","2001",23.7717735550277,
"USA","WAGELEVEL","LPAY","PC","A","2002",23.4952038369305,
"USA","WAGELEVEL","LPAY","PC","A","2003",23.2684964557391,
"USA","WAGELEVEL","LPAY","PC","A","2004",23.8515796336909,
"USA","WAGELEVEL","LPAY","PC","A","2005",23.9643884822618,
"USA","WAGELEVEL","LPAY","PC","A","2006",24.2220044106837,
"USA","WAGELEVEL","LPAY","PC","A","2007",24.5351220421092,
"USA","WAGELEVEL","LPAY","PC","A","2008",24.5135821917166,
"USA","WAGELEVEL","LPAY","PC","A","2009",24.8424806418976,
"USA","WAGELEVEL","LPAY","PC","A","2010",25.2911211807614,
"USA","WAGELEVEL","LPAY","PC","A","2011",25.1478229707938,
"USA","WAGELEVEL","LPAY","PC","A","2012",25.2910032312064,
"USA","WAGELEVEL","LPAY","PC","A","2013",25.0462772028428,
"USA","WAGELEVEL","LPAY","PC","A","2014",24.9274818117813,
"USA","WAGELEVEL","LPAY","PC","A","2015",25.0208560610922,
"USA","WAGELEVEL","LPAY","PC","A","2016",24.9077324691691,
"USA","WAGELEVEL","LPAY","PC","A","2017",24.503182632801,
"USA","WAGELEVEL","LPAY","PC","A","2018",24.065,
"USA","WAGELEVEL","LPAY","PC","A","2019",23.3798816165465,
"USA","WAGELEVEL","LPAY","PC","A","2020",23.81,
"CHL","WAGELEVEL","LPAY","PC","A","1998",25.4687965048121,
"CHL","WAGELEVEL","LPAY","PC","A","2000",18.5323141991954,
"CHL","WAGELEVEL","LPAY","PC","A","2003",14.3915803624641,
"CHL","WAGELEVEL","LPAY","PC","A","2006",13.0152568473774,
"CHL","WAGELEVEL","LPAY","PC","A","2009",9.6937591498398,
"CHL","WAGELEVEL","LPAY","PC","A","2011",9.37798756260784,
"CHL","WAGELEVEL","LPAY","PC","A","2013",11.4814607503536,
"CHL","WAGELEVEL","LPAY","PC","A","2015",12.0963548413267,
"CHL","WAGELEVEL","LPAY","PC","A","2017",10.5680614627341,
"CHL","WAGELEVEL","LPAY","PC","A","2020",11.8127939266789,
"CHL","WAGELEVEL","HPAY","PC","A","1998",30.5652269231835,
"CHL","WAGELEVEL","HPAY","PC","A","2000",29.7594805249616,
"CHL","WAGELEVEL","HPAY","PC","A","2003",30.8030491900184,
"CHL","WAGELEVEL","HPAY","PC","A","2006",27.5254731787477,
"CHL","WAGELEVEL","HPAY","PC","A","2009",28.692188677591,
"CHL","WAGELEVEL","HPAY","PC","A","2011",27.5656892066204,
"CHL","WAGELEVEL","HPAY","PC","A","2013",26.1728607688681,
"CHL","WAGELEVEL","HPAY","PC","A","2015",24.9102391468998,
"CHL","WAGELEVEL","HPAY","PC","A","2017",27.8132400336548,
"CHL","WAGELEVEL","HPAY","PC","A","2020",32.5276936419813,
